id,senator_party,condition,pid7,pre_sexism_1,pre_sexism_2,pre_sexism_3,pre_sexism_4,pre_favorability,pre_vote,gender,age,newsinterest,post_favorability,post_vote,punishment_1,punishment_2,punishment_3,punishment_4,punishment_5,post_sexism_1,post_sexism_2,post_sexism_3,post_sexism_4
2722,Republican,3,Strong Democrat,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,7,7,Woman,45-54,Some of the time,7,5,,,,,,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly
2723,Republican,1,Strong Democrat,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,0,0,Woman,35-44,Most of the time,0,0,Disagree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly
2724,Republican,3,Not very strong Democrat,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,9,6,Woman,55-64,Only now and then,9,10,,,,,,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly
2725,Democrat,2,Strong Democrat,Neither disagree nor agree,Agree somewhat,Neither disagree nor agree,Neither disagree nor agree,6,6,Woman,25-34,Some of the time,5,5,Agree somewhat,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,Agree somewhat,Neither disagree nor agree,Agree somewhat
2726,Democrat,1,Strong Democrat,Disagree somewhat,Disagree somewhat,Agree somewhat,Neither disagree nor agree,10,10,Man,25-34,Most of the time,9,8,Disagree somewhat,Agree strongly,Disagree somewhat,Disagree strongly,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat
2727,Republican,3,Lean Republican,Neither disagree nor agree,Disagree somewhat,Disagree somewhat,Disagree somewhat,7,6,Woman,25-34,Some of the time,7,8,,,,,,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat
2728,Democrat,2,Strong Democrat,Disagree strongly,Disagree strongly,Agree somewhat,Disagree somewhat,7,8,Woman,35-44,Most of the time,2,5,Disagree strongly,Agree strongly,Disagree strongly,Agree somewhat,Disagree somewhat,Disagree strongly,Disagree strongly,Agree somewhat,Disagree strongly
2729,Republican,3,Lean Republican,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,10,10,Woman,65 or over,Most of the time,10,10,,,,,,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat
2730,Democrat,1,Strong Democrat,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,8,9,Woman,35-44,Most of the time,5,5,Disagree somewhat,Neither disagree nor agree,Disagree somewhat,Disagree somewhat,Neither disagree nor agree,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly
2731,Republican,2,Lean Democrat,Disagree somewhat,Disagree somewhat,Agree strongly,Disagree somewhat,8,5,Woman,25-34,Some of the time,5,5,Agree somewhat,Disagree somewhat,Disagree strongly,Disagree somewhat,Neither disagree nor agree,Disagree somewhat,Disagree somewhat,Agree strongly,Disagree somewhat
2732,Republican,3,Strong Republican,Neither disagree nor agree,Disagree somewhat,Agree strongly,Neither disagree nor agree,10,8,Woman,55-64,Only now and then,10,9,,,,,,Disagree somewhat,Agree somewhat,Agree strongly,Neither disagree nor agree
2733,Republican,1,Not very strong Democrat,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,7,6,Man,25-34,Most of the time,3,1,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat
2734,Democrat,2,Independent,Agree strongly,Agree strongly,Agree strongly,Agree somewhat,10,9,Man,25-34,Hardly at all,10,9,Agree somewhat,Agree strongly,Agree somewhat,Agree strongly,Agree strongly,Agree strongly,Agree somewhat,Agree somewhat,Agree strongly
2735,Republican,2,Independent,Disagree strongly,Disagree strongly,Agree strongly,Agree somewhat,8,6,Man,35-44,Most of the time,4,2,Disagree somewhat,Agree strongly,Disagree strongly,Neither disagree nor agree,Disagree strongly,Disagree strongly,Disagree strongly,Agree strongly,Agree somewhat
2736,Republican,3,Not very strong Democrat,Agree somewhat,Agree somewhat,Agree strongly,Disagree strongly,0,0,Man,55-64,Some of the time,0,0,,,,,,Agree somewhat,Agree somewhat,Agree strongly,Disagree strongly
2737,Democrat,3,Strong Democrat,Disagree somewhat,Disagree strongly,Agree strongly,Disagree strongly,8,8,Man,45-54,Most of the time,9,9,,,,,,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly
2738,Republican,1,Lean Democrat,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,8,6,Woman,45-54,Only now and then,4,4,Disagree somewhat,Agree strongly,Disagree somewhat,Neither disagree nor agree,Agree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat
2739,Democrat,1,Lean Republican,Agree strongly,Agree strongly,Disagree somewhat,Disagree somewhat,8,2,Woman,65 or over,Some of the time,8,2,Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,Disagree somewhat,Agree strongly,Agree strongly,Disagree somewhat,Disagree somewhat
2740,Democrat,3,Not very strong Democrat,Agree somewhat,Neither disagree nor agree,Disagree somewhat,Neither disagree nor agree,8,7,Man,35-44,Some of the time,7,7,,,,,,Neither disagree nor agree,Agree somewhat,Disagree somewhat,Neither disagree nor agree
2741,Republican,1,Strong Democrat,Disagree strongly,Disagree strongly,Agree somewhat,Disagree strongly,5,5,Woman,65 or over,Most of the time,4,3,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Agree somewhat,Disagree strongly
2742,Republican,2,Lean Democrat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,9,9,Woman,25-34,Only now and then,5,5,Disagree somewhat,Neither disagree nor agree,Disagree somewhat,Disagree somewhat,Disagree strongly,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat
2743,Democrat,3,Lean Democrat,Disagree somewhat,Disagree strongly,Neither disagree nor agree,Disagree strongly,8,8,Woman,25-34,Some of the time,8,8,,,,,,Disagree strongly,Disagree strongly,Disagree somewhat,Disagree strongly
2744,Democrat,2,Strong Republican,Agree somewhat,Agree strongly,Agree somewhat,Disagree somewhat,6,1,Woman,35-44,Most of the time,5,1,Agree strongly,Disagree strongly,Neither disagree nor agree,Disagree strongly,Disagree strongly,Agree somewhat,Agree strongly,Agree somewhat,Disagree somewhat
2745,Democrat,3,Independent,Neither disagree nor agree,Agree somewhat,Agree somewhat,Agree somewhat,6,6,Man,45-54,Some of the time,7,6,,,,,,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat
2746,Republican,1,Strong Republican,Disagree strongly,Neither disagree nor agree,Disagree somewhat,Agree somewhat,7,9,Man,35-44,Most of the time,7,9,Agree strongly,Disagree strongly,Agree somewhat,Disagree strongly,Disagree strongly,Disagree strongly,Disagree somewhat,Disagree somewhat,Agree somewhat
2747,Democrat,1,Independent,Agree somewhat,Disagree somewhat,Agree strongly,Disagree strongly,8,8,Man,35-44,Most of the time,8,7,Agree strongly,Disagree somewhat,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Disagree somewhat,Agree strongly,Disagree strongly
2748,Democrat,2,Independent,Disagree strongly,Disagree strongly,Disagree somewhat,Disagree strongly,9,9,Man,18-24,Most of the time,7,6,Disagree somewhat,Disagree somewhat,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly
2749,Republican,2,Independent,Neither disagree nor agree,Disagree somewhat,Agree somewhat,Disagree somewhat,8,9,Man,55-64,Some of the time,5,8,Neither disagree nor agree,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat
2750,Republican,1,Strong Republican,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,9,10,Woman,55-64,Most of the time,9,10,Disagree somewhat,Neither disagree nor agree,Disagree somewhat,Disagree strongly,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat
2751,Democrat,3,Independent,Neither disagree nor agree,Agree somewhat,Agree somewhat,Neither disagree nor agree,5,3,Man,55-64,Most of the time,5,3,,,,,,Neither disagree nor agree,Agree somewhat,Agree somewhat,Neither disagree nor agree
2752,Republican,3,Strong Republican,Neither disagree nor agree,Neither disagree nor agree,Agree strongly,Disagree somewhat,9,8,Man,35-44,Most of the time,9,9,,,,,,Disagree somewhat,Neither disagree nor agree,Agree somewhat,Disagree somewhat
2753,Republican,2,Not very strong Democrat,Disagree strongly,Disagree strongly,Agree somewhat,Disagree strongly,5,5,Woman,18-24,Some of the time,1,2,Disagree somewhat,Agree somewhat,Disagree strongly,Neither disagree nor agree,Neither disagree nor agree,Disagree strongly,Disagree strongly,Agree somewhat,Disagree strongly
2754,Democrat,3,Strong Republican,Disagree strongly,Disagree strongly,Agree strongly,Disagree somewhat,5,2,Man,45-54,Most of the time,5,3,,,,,,Disagree strongly,Disagree strongly,Agree strongly,Disagree somewhat
2755,Republican,2,Not very strong Republican,Disagree somewhat,Neither disagree nor agree,Agree somewhat,Neither disagree nor agree,8,8,Woman,35-44,Some of the time,8,8,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree strongly,Disagree somewhat,Disagree somewhat,Neither disagree nor agree,Agree somewhat,Disagree somewhat
2756,Republican,3,Lean Democrat,Disagree strongly,Disagree somewhat,Agree somewhat,Disagree strongly,7,6,Woman,25-34,Most of the time,6,6,,,,,,Disagree strongly,Disagree somewhat,Agree strongly,Disagree strongly
2757,Democrat,3,Lean Republican,Disagree strongly,Agree somewhat,Disagree somewhat,Neither disagree nor agree,9,8,Woman,45-54,Some of the time,7,8,,,,,,Disagree somewhat,Agree somewhat,Neither disagree nor agree,Agree somewhat
2758,Republican,2,Lean Republican,Neither disagree nor agree,Neither disagree nor agree,Agree somewhat,Disagree somewhat,5,7,Man,25-34,Most of the time,7,6,Agree somewhat,Neither disagree nor agree,Agree somewhat,Neither disagree nor agree,Disagree somewhat,Agree somewhat,Disagree somewhat,Neither disagree nor agree,Disagree somewhat
2759,Republican,2,Lean Democrat,Disagree strongly,Disagree strongly,Neither disagree nor agree,Disagree somewhat,8,7,Man,18-24,Some of the time,2,1,Disagree somewhat,Disagree somewhat,Disagree strongly,Neither disagree nor agree,Disagree somewhat,Disagree strongly,Disagree strongly,Neither disagree nor agree,Disagree somewhat
2760,Democrat,2,Independent,Disagree somewhat,Neither disagree nor agree,Agree somewhat,Disagree somewhat,6,5,Man,35-44,Some of the time,4,5,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree strongly,Neither disagree nor agree,Disagree somewhat,Disagree somewhat,Agree somewhat,Neither disagree nor agree
2761,Republican,2,Independent,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,7,4,Woman,65 or over,Some of the time,0,0,Neither disagree nor agree,Agree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree somewhat,Agree somewhat,Disagree strongly,Agree somewhat
2762,Republican,3,Independent,Agree somewhat,Agree somewhat,Agree somewhat,Neither disagree nor agree,7,7,Woman,25-34,Some of the time,7,8,,,,,,Agree somewhat,Agree somewhat,Disagree somewhat,Neither disagree nor agree
2763,Republican,1,Strong Democrat,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,0,0,Man,25-34,Most of the time,0,0,Disagree strongly,Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly
2764,Democrat,2,Strong Democrat,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,5,5,Woman,35-44,Only now and then,5,6,Neither disagree nor agree,Disagree strongly,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly
2765,Democrat,3,Strong Republican,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,6,2,Man,65 or over,Some of the time,6,3,,,,,,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly
2766,Republican,1,Not sure,Disagree somewhat,Agree somewhat,Neither disagree nor agree,Disagree somewhat,7,6,Woman,45-54,Some of the time,4,5,Disagree strongly,Disagree somewhat,Disagree somewhat,Disagree strongly,Disagree somewhat,Disagree strongly,Agree somewhat,Neither disagree nor agree,Disagree somewhat
2767,Republican,1,Strong Republican,Neither disagree nor agree,Agree somewhat,Neither disagree nor agree,Agree somewhat,8,8,Man,25-34,Some of the time,3,3,Neither disagree nor agree,Disagree somewhat,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,Agree somewhat,Neither disagree nor agree,Neither disagree nor agree
2768,Democrat,1,Not very strong Democrat,Disagree somewhat,Disagree strongly,Disagree strongly,Disagree somewhat,8,8,Woman,25-34,Most of the time,4,4,Neither disagree nor agree,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree strongly,Neither disagree nor agree,Disagree somewhat,Disagree somewhat
2769,Republican,2,Lean Democrat,Neither disagree nor agree,Disagree strongly,Neither disagree nor agree,Disagree strongly,6,5,Woman,35-44,Most of the time,1,1,Disagree somewhat,Agree somewhat,Disagree strongly,Agree strongly,Neither disagree nor agree,Disagree strongly,Disagree somewhat,Neither disagree nor agree,Disagree strongly
2770,Republican,1,Strong Democrat,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,6,1,Woman,55-64,Most of the time,6,1,Agree strongly,Disagree strongly,Agree somewhat,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly
2771,Republican,3,Independent,Agree somewhat,Agree strongly,Agree somewhat,Disagree somewhat,3,5,Man,25-34,Only now and then,3,5,,,,,,Agree somewhat,Agree strongly,Agree somewhat,Disagree somewhat
2772,Democrat,3,Not very strong Democrat,Disagree strongly,Disagree strongly,Neither disagree nor agree,Disagree somewhat,8,9,Woman,25-34,Some of the time,8,9,,,,,,Disagree strongly,Disagree strongly,Neither disagree nor agree,Disagree somewhat
2773,Democrat,2,Strong Democrat,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,8,7,Woman,18-24,Most of the time,0,0,Disagree somewhat,Neither disagree nor agree,Disagree strongly,Neither disagree nor agree,Disagree strongly,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly
2774,Republican,2,Not very strong Democrat,Agree somewhat,Agree somewhat,Disagree somewhat,Neither disagree nor agree,9,7,Man,35-44,Only now and then,8,6,Disagree somewhat,Disagree strongly,Agree somewhat,Disagree strongly,Neither disagree nor agree,Agree somewhat,Agree somewhat,Disagree somewhat,Neither disagree nor agree
2775,Democrat,1,Not very strong Republican,Disagree strongly,Disagree somewhat,Agree strongly,Disagree somewhat,6,3,Woman,45-54,Some of the time,4,2,Disagree strongly,Neither disagree nor agree,Agree strongly,Disagree somewhat,Disagree somewhat,Disagree strongly,Disagree strongly,Agree strongly,Disagree somewhat
2776,Republican,2,Lean Republican,Neither disagree nor agree,Agree somewhat,Disagree somewhat,Agree somewhat,8,9,Man,35-44,Most of the time,5,6,Agree somewhat,Disagree strongly,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Neither disagree nor agree,Agree somewhat,Agree somewhat
2777,Republican,2,Strong Republican,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,10,8,Woman,65 or over,Most of the time,8,8,Agree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Agree strongly,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat
2778,Republican,2,Independent,Disagree somewhat,Neither disagree nor agree,Agree strongly,Agree somewhat,3,1,Man,45-54,Most of the time,1,1,Disagree somewhat,Neither disagree nor agree,Disagree strongly,Neither disagree nor agree,Agree somewhat,Neither disagree nor agree,Disagree somewhat,Agree strongly,Agree somewhat
2779,Democrat,2,Independent,Disagree somewhat,Agree somewhat,Disagree somewhat,Neither disagree nor agree,7,7,Woman,18-24,Some of the time,6,6,Agree somewhat,Disagree somewhat,Disagree strongly,Disagree strongly,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat
2780,Republican,3,Not very strong Republican,Agree strongly,Agree strongly,Neither disagree nor agree,Agree strongly,7,7,Man,35-44,Most of the time,7,8,,,,,,Agree strongly,Agree strongly,Neither disagree nor agree,Agree strongly
